"Time","Gesamtverbrauch der Hochschule in kW","Netzbezug der Hochschule in kW"
1609525800000,168.7020106666667,64.95315539999999
1609526700000,172.48379773333335,68.577711
1609527600000,169.4458568,66.12356793333332
1609528500000,173.52098826666673,68.88452786666666
1609529400000,168.33358393333336,62.445130533333334
1609530300000,168.20208360000004,64.12039533333333
1609531200000,166.5879652142857,62.01776957142856
1609532100000,169.35286846666665,64.91921193333333
1609533000000,167.01441066666663,63.773038
1609533900000,168.9129862,65.62832673333332
1609534800000,166.75570833333333,63.41867093333334
1609535700000,167.73281319999998,63.638696533333324
1609536600000,168.35883506666667,62.8602594
1609537500000,165.41393086666668,60.80535659999999
1609538400000,167.19657933333337,62.5369344
1609539300000,167.1034466,62.41925506666667
1609540200000,165.38577859999998,62.93109306666667
1609541100000,167.28375453333334,64.3385212
1609542000000,165.41821866666666,62.97880206666667
1609542900000,168.76584033333333,67.7659574
1609543800000,162.07894066666668,61.067426866666665
1609544700000,162.54129326666666,61.541390533333335
1609545600000,170.55918246666667,68.82424606666665
1609546500000,162.0434458,59.902419666666674
1609547400000,165.83347466666666,62.625550933333336
1609548300000,161.51098880000004,58.9589066
1609549200000,165.6568122,63.61042726666666
1609550100000,165.1199483333333,63.258504466666665
1609551000000,163.91147059999997,62.126719
1609551900000,165.77944466666665,63.27214226666667
1609552800000,162.30628486666666,59.22812833333333
1609553700000,165.61997599999998,60.92808013333333
1609554600000,160.80942946666664,55.95336306666666
1609555500000,169.73235753333333,64.62882113333333
1609556400000,164.27456286666668,60.00289146666666
1609557300000,163.59416019999998,62.338619466666664
1609558200000,168.72322259999999,66.93296119999998
1609559100000,167.68614166666666,65.3468756
1609560000000,169.35072559999998,65.29677613333332
1609560900000,163.42492613333332,58.55309433333332
1609561800000,165.83151286666663,61.85016126666667
1609562700000,165.0782722666667,61.73675926666667
1609563600000,168.38553546666668,66.21766146666667
1609564500000,174.1123012,71.66020466666666
1609565400000,168.52425573333332,66.42568006666667
1609566300000,169.60270553333334,67.2966646
1609567200000,171.8064285,69.69423464285713
1609568100000,168.01993673333334,64.41339546666667
1609569000000,173.4627289333334,71.61261280000001
1609569900000,168.27979466666665,66.51868193333334
1609570800000,171.26203999999998,69.94178413333333
1609571700000,165.26558119999999,63.77848993333335
1609572600000,164.93913873333332,62.196661999999996
1609573500000,163.09200433333336,61.017312999999994
1609574400000,174.6419382,72.9843456
1609575300000,173.6360498,71.9361074
1609576200000,176.3392382,73.6035508
1609577100000,174.78677166666668,71.96423866666667
1609578000000,169.44147973333332,65.60574340000001
1609578900000,174.3606498666667,71.0172226
1609579800000,172.41323500000001,67.81290293333333
1609580700000,173.03666553333332,69.75033686666666
1609581600000,173.54807279999997,70.88323033333333
1609582500000,175.31130013333333,71.60865926666666
1609583400000,172.38833193333332,67.707915
1609584300000,175.4511275333333,70.42151753333333
1609585200000,174.9743029333333,68.77861426666666
1609586100000,169.2659829333333,64.64885366666667
1609587000000,174.0189628,69.52059813333334
1609587900000,172.28029693333335,69.59300813333333
1609588800000,170.8344203333333,67.66861213333333
1609589700000,174.59376513333336,72.14164873333334
1609590600000,172.35937986666667,70.06493773333334
1609591500000,176.64970673333335,74.56870506666665
1609592400000,170.48257599999997,68.27279000000001
1609593300000,172.1111815333333,69.8109966
1609594200000,168.45006166666664,66.14899386666667
1609595100000,168.28111,66.27603873333334
